time_stamp,disease_name,agent_id,agent_profession,agent_location,agent_node_id,current_state,next_state
439425,covid,698,university_student,Evacuation_Point,2660575052_centroid,exposed,asymptomatic
440055,covid,116,student,Evacuation_Point,2258389243_centroid,symptomatic,severe
443840,covid,685,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
444755,covid,499,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
446620,covid,420,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
448560,covid,171,student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
450140,covid,240,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
450210,covid,409,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
451985,covid,453,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
453965,covid,305,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
455665,covid,231,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
456650,covid,284,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
457745,covid,698,university_student,Evacuation_Point,2660575052_centroid,asymptomatic,symptomatic
459195,covid,37,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
460610,covid,23,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
461635,covid,188,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
462185,covid,597,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
465840,covid,163,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
466120,covid,159,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
466205,covid,188,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
466485,covid,744,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
466940,covid,231,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
467410,covid,188,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
467910,covid,184,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
468515,covid,708,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
469165,covid,491,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
469365,covid,254,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
469705,covid,170,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
470005,covid,389,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
470345,covid,37,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
474120,covid,746,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
476360,covid,132,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
478375,covid,395,student,Evacuation_Point,2660575052_centroid,asymptomatic,recovered
478550,covid,330,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
480270,covid,372,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
480860,covid,426,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
481790,covid,580,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
482295,covid,658,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
482350,covid,676,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
482970,covid,481,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
484220,covid,699,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
484940,covid,555,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
485820,covid,597,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
487805,covid,596,university_student,Evacuation_Point,2660575052_centroid,symptomatic,recovered
492185,covid,376,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
492340,covid,23,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
492660,covid,696,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
492795,covid,240,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
495185,covid,651,university_student,hospital,7183789943_centroid,severe,recovered
496410,covid,240,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
498330,covid,10,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
498535,covid,712,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
498865,covid,371,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
499520,covid,117,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
499980,covid,707,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
500380,covid,259,student,hospital,4834217552_centroid,severe,recovered
500500,covid,425,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
502690,covid,284,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
503160,covid,496,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
503250,covid,580,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
503755,covid,305,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
503945,covid,159,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
504535,covid,676,university_student,Evacuation_Point,2258389243_centroid,symptomatic,severe
505875,covid,407,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
506070,covid,453,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
507160,covid,223,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
508745,covid,495,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
508840,covid,92,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
512775,covid,617,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
515675,covid,551,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
516585,covid,496,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
516820,covid,440,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
522355,covid,224,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
522770,covid,376,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
523085,covid,525,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
525135,covid,417,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
526775,covid,145,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
526925,covid,733,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
528090,covid,374,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
528375,covid,548,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
529005,covid,317,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
531510,covid,317,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
532490,covid,48,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
533500,covid,513,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
533665,covid,619,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
533785,covid,627,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
534260,covid,480,university_student,Evacuation_Point,2660575052_centroid,asymptomatic,symptomatic
534270,covid,150,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
534855,covid,515,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
538745,covid,691,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
539590,covid,420,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
544855,covid,576,university_student,Evacuation_Point,2258389243_centroid,symptomatic,severe
547290,covid,97,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
548440,covid,685,university_student,Evacuation_Point,2258389243_centroid,symptomatic,severe
550295,covid,184,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
550690,covid,182,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
551065,covid,525,university_student,hospital,7183789943_centroid,severe,recovered
551080,covid,224,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
551500,covid,606,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
555865,covid,733,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
558535,covid,460,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
558640,covid,470,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
560775,covid,453,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
561415,covid,685,university_student,hospital,4834217545_centroid,severe,recovered
561740,covid,390,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
562040,covid,333,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
563115,covid,122,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
563220,covid,182,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
564845,covid,224,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
566525,covid,302,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
568475,covid,555,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
569935,covid,623,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
574285,covid,150,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
575000,covid,559,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
576230,covid,421,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
576520,covid,470,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
576700,covid,223,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
577730,covid,613,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
581205,covid,515,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
582560,covid,735,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
584875,covid,390,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
593245,covid,264,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
596755,covid,407,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
597625,covid,547,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
601465,covid,609,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
601710,covid,159,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
601865,covid,109,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
601925,covid,185,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
602020,covid,613,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
602895,covid,252,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
609895,covid,372,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
611190,covid,631,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
613875,covid,23,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
617705,covid,746,university_student,hospital,9811757176_centroid,severe,recovered
621025,covid,252,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
621505,covid,307,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
622045,covid,158,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
623170,covid,297,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
624650,covid,552,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
624695,covid,264,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
629885,covid,274,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
630315,covid,493,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
631080,covid,50,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
631125,covid,499,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
631975,covid,499,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
632055,covid,733,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
637620,covid,691,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
640095,covid,493,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
641040,covid,558,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
641490,covid,158,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
642655,covid,231,student,hospital,9627983158_centroid,severe,recovered
645775,covid,10,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
647550,covid,211,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
651475,covid,480,university_student,Evacuation_Point,2660575052_centroid,symptomatic,recovered
651985,covid,327,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
652720,covid,157,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
653450,covid,354,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
657785,covid,307,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
661080,covid,652,university_student,Evacuation_Point,2258389243_centroid,symptomatic,severe
665565,covid,122,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
667335,covid,547,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
667500,covid,297,student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
668105,covid,302,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
670505,covid,617,university_student,hospital,7039931725_centroid,severe,recovered
674775,covid,184,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
676250,covid,553,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
676760,covid,426,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
683510,covid,8,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
688360,covid,109,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
691130,covid,493,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
691415,covid,162,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
691730,covid,609,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
692740,covid,597,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
697460,covid,609,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
700210,covid,99,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
700355,covid,705,university_student,hospital,1575489985_centroid,severe,recovered
702105,covid,548,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
704580,covid,699,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
712170,covid,157,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
713520,covid,631,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
713620,covid,376,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
713730,covid,374,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
714610,covid,179,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
716905,covid,378,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
719230,covid,157,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
722910,covid,394,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
726570,covid,672,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
728120,covid,371,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
730085,covid,691,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
730525,covid,232,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
731460,covid,232,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
734555,covid,50,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
735380,covid,674,university_student,hospital,9820206585_centroid,severe,recovered
738125,covid,232,student,hospital,1575489985_centroid,severe,recovered
739840,covid,37,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
758875,covid,358,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
763875,covid,424,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
764830,covid,611,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
770545,covid,595,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
774580,covid,145,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
776230,covid,388,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
777110,covid,354,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
777250,covid,116,student,hospital,9820206585_centroid,severe,recovered
777485,covid,652,university_student,hospital,9820206585_centroid,severe,recovered
778785,covid,646,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
779475,covid,515,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
783030,covid,553,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
785295,covid,513,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
789070,covid,225,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
792735,covid,162,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
795150,covid,676,university_student,hospital,9811757176_centroid,severe,recovered
799950,covid,128,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
800250,covid,576,university_student,hospital,4834217552_centroid,severe,recovered
800750,covid,551,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
801545,covid,580,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
815790,covid,551,university_student,hospital,4834217552_centroid,severe,recovered
823755,covid,202,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
827430,covid,73,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
837055,covid,491,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
841285,covid,461,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
842495,covid,8,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
844000,covid,698,university_student,Evacuation_Point,2660575052_centroid,symptomatic,severe
844260,covid,109,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
855155,covid,6,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
859895,covid,274,student,hospital,4834217545_centroid,severe,recovered
861665,covid,320,student,Evacuation_Point,2258389243_centroid,symptomatic,severe
869950,covid,358,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
872370,covid,388,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
875330,covid,302,student,hospital,7183789943_centroid,severe,recovered
879220,covid,424,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
883740,covid,543,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
889130,covid,748,university_student,hospital,9820206585_centroid,severe,recovered
890655,covid,497,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
898400,covid,491,university_student,hospital,7039931725_centroid,severe,recovered
902815,covid,658,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
914510,covid,6,student,hospital,9811757176_centroid,severe,recovered
923575,covid,188,student,hospital,9811757176_centroid,severe,recovered
